,Fall,MajorName,College,Total,Male,Female
425,2002.0,IRCE-INDCURRIC,ACES,10.0,5.0,5.0
426,2002.0,"IRCE-POL,TRD,DV",ACES,33.0,22.0,11.0
427,1985.0,Mechanical Agriculture,ACES,33.0,33.0,0.0
428,2002.0,NRES-BIOL SCI,ACES,83.0,48.0,35.0
429,2002.0,NRES-ENV S W,ACES,27.0,15.0,12.0
430,1985.0,Speech & Hearing Science,ACES,105.0,3.0,102.0
431,2001.0,Spanish,ACES,53.0,19.0,34.0
432,2002.0,"CMDTY,FD,TXTL M",ACES,79.0,9.0,70.0
433,2002.0,CFTM-MKT&PRICE,ACES,3.0,2.0,1.0
434,2001.0,Speech & Hearing Science,ACES,248.0,7.0,241.0
435,2001.0,Statistics,ACES,21.0,7.0,14.0
436,2001.0,Teaching of Biological Science,ACES,2.0,0.0,2.0
437,2001.0,Teaching of Chemistry,ACES,5.0,1.0,4.0
438,2001.0,Teaching of Earth Science,ACES,3.0,3.0,0.0
439,2001.0,Teaching of English Sec Lang,ACES,64.0,20.0,44.0
440,2001.0,Teaching of French,ACES,10.0,0.0,10.0
441,2001.0,Teaching of Latin,ACES,1.0,0.0,1.0
442,2001.0,Teaching of Mathematics,ACES,1.0,0.0,1.0
443,1985.0,Teaching of Physics,ACES,2.0,2.0,0.0
444,1985.0,Teaching of Mathematics,ACES,35.0,13.0,22.0
445,1985.0,Teaching of German,ACES,8.0,1.0,7.0
446,1985.0,Teaching of French,ACES,16.0,3.0,13.0
447,1985.0,Teaching of English Sec Lang,ACES,84.0,21.0,63.0
448,1985.0,Teaching of Earth Science,ACES,2.0,1.0,1.0
449,1985.0,Teaching of Chemistry,ACES,13.0,6.0,7.0
450,1985.0,Teaching of Biological Science,ACES,4.0,1.0,3.0
451,1985.0,TEXT-APPRL,ACES,38.0,3.0,35.0
452,1991.0,ORN HORT,ACES,78.0,44.0,34.0
453,2002.0,Agr & Environmental Cmc & Educ,ACES,154.0,52.0,102.0
454,2002.0,Agr Engineering & Agr Science,ACES,43.0,40.0,3.0
455,2002.0,Agricultural & Applied Econ,ACES,4.0,2.0,2.0
456,2002.0,Agricultural Education,ACES,2.0,0.0,2.0
457,2002.0,Animal Sciences,ACES,595.0,166.0,429.0
458,2002.0,CFTM-CNSMR&TXTL,ACES,53.0,2.0,51.0
459,1985.0,Statistics,ACES,36.0,21.0,15.0
460,1998.0,CFTM-CNSMR&TXTL,ACES,77.0,9.0,68.0
461,1998.0,Animal Sciences,ACES,579.0,199.0,380.0
462,1998.0,Agronomy,ACES,55.0,40.0,15.0
463,1993.0,Speech & Hearing Science,ACES,192.0,10.0,182.0
464,1993.0,Statistics,ACES,29.0,19.0,10.0
465,1990.0,Industrial Agriculture,ACES,13.0,9.0,4.0
466,1990.0,INT DSGN,ACES,62.0,3.0,59.0
467,1990.0,Horticulture,ACES,54.0,32.0,22.0
468,1993.0,TEXT-APPRL,ACES,19.0,1.0,18.0
469,1990.0,HU DEV&FAM,ACES,16.0,3.0,13.0
470,1990.0,HR&FS GEN,ACES,3.0,1.0,2.0
471,1990.0,HR&FS A&ID,ACES,10.0,2.0,8.0
472,1990.0,H DVL-FAM,ACES,107.0,8.0,99.0
473,1993.0,Teaching of Biological Science,ACES,9.0,3.0,6.0
474,1993.0,Spanish,ACES,47.0,18.0,29.0
475,1993.0,Teaching of Chemistry,ACES,15.0,8.0,7.0
476,1990.0,GEN H ECON,ACES,12.0,0.0,12.0
477,1993.0,Teaching of English Sec Lang,ACES,106.0,18.0,88.0
478,1993.0,Teaching of French,ACES,17.0,2.0,15.0
479,1990.0,GEN AGR,ACES,20.0,17.0,3.0
480,1993.0,Teaching of German,ACES,3.0,0.0,3.0
481,1990.0,Forestry,ACES,70.0,51.0,19.0
482,1990.0,Food Science & Human Nutrition,ACES,193.0,69.0,124.0
483,1993.0,Teaching of Latin,ACES,2.0,0.0,2.0
484,1990.0,FAM&CON EC,ACES,18.0,3.0,15.0
485,1993.0,Teaching of Mathematics,ACES,45.0,20.0,25.0
486,1993.0,Teaching of Physics,ACES,5.0,3.0,2.0
487,1993.0,Teaching of Earth Science,ACES,2.0,0.0,2.0
488,1993.0,Secondary Education,ACES,41.0,17.0,24.0
489,1993.0,SOIL SCI,ACES,3.0,3.0,0.0
490,1993.0,REST MGMT,ACES,75.0,29.0,46.0
491,1990.0,SOIL SCI,ACES,7.0,6.0,1.0
492,1993.0,EXT EDUC,ACES,8.0,2.0,6.0
493,1990.0,REST MGMT,ACES,116.0,63.0,53.0
494,1993.0,FAM&CON EC,ACES,8.0,3.0,5.0
495,1993.0,Food Science & Human Nutrition,ACES,235.0,68.0,167.0
496,1990.0,Physics,ACES,379.0,338.0,41.0
497,1993.0,Forestry,ACES,169.0,102.0,67.0
498,1993.0,GEN AGR,ACES,14.0,12.0,2.0
499,1993.0,GEN H ECON,ACES,1.0,0.0,1.0
500,1993.0,H DVL-FAM,ACES,137.0,12.0,125.0
501,1990.0,PLANT PATH,ACES,28.0,19.0,9.0
502,1990.0,ORN HORT,ACES,66.0,32.0,34.0
503,1990.0,Nutritional Sciences,ACES,38.0,14.0,24.0
504,1993.0,HR&FS A&ID,ACES,15.0,2.0,13.0
505,1993.0,HU DEV&FAM,ACES,27.0,6.0,21.0
506,1993.0,Horticulture,ACES,68.0,42.0,26.0
507,1993.0,INT DSGN,ACES,4.0,0.0,4.0
508,1993.0,MKT TEXT&A,ACES,103.0,2.0,101.0
509,1990.0,Mechanical Agriculture,ACES,45.0,45.0,0.0
510,1993.0,Mechanical Agriculture,ACES,67.0,67.0,0.0
511,1993.0,Nutritional Sciences,ACES,43.0,16.0,27.0
512,1993.0,ORN HORT,ACES,87.0,44.0,43.0
513,1993.0,PLANT PATH,ACES,32.0,21.0,11.0
514,1990.0,MKT TEXT&A,ACES,114.0,8.0,106.0
515,1993.0,Physics,ACES,348.0,319.0,29.0
516,1994.0,Agr & Environmental Cmc & Educ,ACES,5.0,4.0,1.0
517,1994.0,Agricultural & Applied Econ,ACES,458.0,367.0,91.0
518,1994.0,Agricultural Communications,ACES,74.0,23.0,51.0
519,1990.0,EXT EDUC,ACES,10.0,7.0,3.0
520,1990.0,Agronomy,ACES,123.0,99.0,24.0
521,1990.0,Agricultural Sciences,ACES,37.0,21.0,16.0
522,1990.0,Agricultural Engineering,ACES,57.0,50.0,7.0
523,1990.0,Agricultural Education,ACES,10.0,5.0,5.0
524,1990.0,Agricultural Communications,ACES,74.0,23.0,51.0
525,1990.0,Agricultural & Applied Econ,ACES,438.0,352.0,86.0
526,1990.0,Agr & Environmental Cmc & Educ,ACES,7.0,4.0,3.0
527,1994.0,Physics,ACES,303.0,278.0,25.0
528,1994.0,REST MGMT,ACES,61.0,26.0,35.0
529,1989.0,VOC H E ED,ACES,2.0,0.0,2.0
530,1994.0,SOIL SCI,ACES,5.0,5.0,0.0
531,1994.0,Secondary Education,ACES,32.0,16.0,16.0
532,1994.0,Spanish,ACES,49.0,17.0,32.0
533,1994.0,Speech & Hearing Science,ACES,203.0,6.0,197.0
534,1994.0,Statistics,ACES,27.0,19.0,8.0
535,1994.0,TEXT-APPRL,ACES,18.0,1.0,17.0
536,1994.0,Teaching of Biological Science,ACES,9.0,5.0,4.0
537,1994.0,Teaching of Chemistry,ACES,18.0,9.0,9.0
538,1994.0,Teaching of Earth Science,ACES,3.0,0.0,3.0
539,1994.0,Teaching of English Sec Lang,ACES,89.0,14.0,75.0
540,1989.0,Teaching of Physics,ACES,5.0,4.0,1.0
541,1989.0,Teaching of Mathematics,ACES,40.0,15.0,25.0
542,1989.0,Teaching of Latin,ACES,2.0,1.0,1.0
543,1989.0,Teaching of German,ACES,8.0,0.0,8.0
544,1989.0,Teaching of French,ACES,17.0,1.0,16.0
545,1990.0,Animal Sciences,ACES,406.0,201.0,205.0
546,1990.0,Secondary Education,ACES,32.0,12.0,20.0
547,1994.0,PLANT PATH,ACES,32.0,22.0,10.0
548,1994.0,Nutritional Sciences,ACES,53.0,19.0,34.0
549,1994.0,Agricultural Education,ACES,20.0,12.0,8.0
550,1994.0,Agricultural Engineering,ACES,97.0,84.0,13.0
551,1994.0,Agricultural Sciences,ACES,36.0,20.0,16.0
552,1994.0,Agronomy,ACES,148.0,104.0,44.0
553,1994.0,Animal Sciences,ACES,476.0,218.0,258.0
554,1994.0,CONSM ECON,ACES,38.0,14.0,24.0
555,1990.0,DIETETICS,ACES,52.0,3.0,49.0
556,1990.0,DAIRY SCI,ACES,3.0,2.0,1.0
557,1994.0,CORE CURR,ACES,43.0,34.0,9.0
558,1994.0,DIETETICS,ACES,80.0,3.0,77.0
559,1994.0,EXT EDUC,ACES,5.0,1.0,4.0
560,1994.0,FAM&CON EC,ACES,7.0,2.0,5.0
561,1994.0,Food Science & Human Nutrition,ACES,245.0,69.0,176.0
562,1994.0,Forestry,ACES,204.0,99.0,105.0
563,1990.0,CORE CURR,ACES,59.0,38.0,21.0
564,1990.0,CONSM ECON,ACES,57.0,21.0,36.0
565,1994.0,GEN AGR,ACES,2.0,1.0,1.0
566,1994.0,GEN H ECON,ACES,1.0,0.0,1.0
567,1994.0,H DVL-FAM,ACES,161.0,15.0,146.0
568,1994.0,HR&FS A&ID,ACES,15.0,1.0,14.0
569,1994.0,HU DEV&FAM,ACES,31.0,4.0,27.0
570,1994.0,Horticulture,ACES,69.0,44.0,25.0
571,1994.0,INT DSGN,ACES,1.0,0.0,1.0
572,1994.0,MKT TEXT&A,ACES,77.0,4.0,73.0
573,1994.0,Mechanical Agriculture,ACES,74.0,74.0,0.0
574,1994.0,ORN HORT,ACES,86.0,49.0,37.0
575,1993.0,DIETETICS,ACES,66.0,1.0,65.0
576,1990.0,Spanish,ACES,67.0,27.0,40.0
577,1990.0,Speech & Hearing Science,ACES,112.0,8.0,104.0
578,1991.0,GEN H ECON,ACES,12.0,0.0,12.0
579,1992.0,Agricultural & Applied Econ,ACES,405.0,312.0,93.0
580,1992.0,Agricultural Communications,ACES,85.0,22.0,63.0
581,1991.0,GEN AGR,ACES,23.0,18.0,5.0
582,1992.0,Agricultural Education,ACES,12.0,8.0,4.0
583,1991.0,Forestry,ACES,103.0,68.0,35.0
584,1991.0,Food Science & Human Nutrition,ACES,204.0,67.0,137.0
585,1992.0,Agricultural Engineering,ACES,98.0,85.0,13.0
586,1991.0,FAM&CON EC,ACES,16.0,3.0,13.0
587,1992.0,Agricultural Sciences,ACES,38.0,21.0,17.0
588,1992.0,Agronomy,ACES,123.0,95.0,28.0
589,1992.0,Animal Sciences,ACES,433.0,194.0,239.0
590,1992.0,CONSM ECON,ACES,47.0,20.0,27.0
591,1992.0,CORE CURR,ACES,67.0,50.0,17.0
592,1991.0,EXT EDUC,ACES,11.0,6.0,5.0
593,1992.0,DIETETICS,ACES,50.0,0.0,50.0
594,1992.0,EXT EDUC,ACES,12.0,4.0,8.0
595,1992.0,FAM&CON EC,ACES,13.0,4.0,9.0
596,1992.0,Food Science & Human Nutrition,ACES,228.0,78.0,150.0
597,1991.0,DIETETICS,ACES,42.0,3.0,39.0
598,1992.0,Forestry,ACES,130.0,83.0,47.0
599,1992.0,GEN AGR,ACES,15.0,9.0,6.0
600,1992.0,GEN H ECON,ACES,6.0,0.0,6.0
601,1992.0,H DVL-FAM,ACES,155.0,15.0,140.0
602,1992.0,HR&FS A&ID,ACES,17.0,5.0,12.0
603,1992.0,Agr & Environmental Cmc & Educ,ACES,5.0,2.0,3.0
604,1992.0,HU DEV&FAM,ACES,23.0,1.0,22.0
605,1991.0,VOC H E ED,ACES,3.0,0.0,3.0
606,1991.0,HR&FS A&ID,ACES,12.0,3.0,9.0
607,1991.0,Nutritional Sciences,ACES,41.0,17.0,24.0
608,1991.0,PLANT PATH,ACES,29.0,16.0,13.0
609,1991.0,Physics,ACES,382.0,339.0,43.0
610,1991.0,REST MGMT,ACES,101.0,54.0,47.0
611,1991.0,Mechanical Agriculture,ACES,63.0,63.0,0.0
612,1991.0,SOIL SCI,ACES,5.0,4.0,1.0
613,1991.0,Secondary Education,ACES,31.0,13.0,18.0
614,1991.0,Spanish,ACES,68.0,23.0,45.0
615,1991.0,Speech & Hearing Science,ACES,123.0,3.0,120.0
616,1991.0,Statistics,ACES,49.0,28.0,21.0
617,1991.0,MKT TEXT&A,ACES,101.0,2.0,99.0
618,1991.0,TEXT-APPRL,ACES,26.0,0.0,26.0
619,1991.0,Teaching of Biological Science,ACES,3.0,1.0,2.0
620,1991.0,Teaching of Chemistry,ACES,15.0,6.0,9.0
621,1991.0,Teaching of English Sec Lang,ACES,83.0,22.0,61.0
622,1991.0,Teaching of French,ACES,12.0,2.0,10.0
623,1991.0,Teaching of German,ACES,6.0,1.0,5.0
624,1991.0,Teaching of Latin,ACES,1.0,1.0,0.0
625,1991.0,Teaching of Mathematics,ACES,31.0,14.0,17.0
626,1991.0,Teaching of Physics,ACES,3.0,2.0,1.0
627,1991.0,Industrial Agriculture,ACES,4.0,3.0,1.0
628,1991.0,INT DSGN,ACES,22.0,1.0,21.0
629,1991.0,Horticulture,ACES,58.0,36.0,22.0
630,1991.0,HU DEV&FAM,ACES,24.0,1.0,23.0
631,1991.0,HR&FS GEN,ACES,3.0,0.0,3.0
632,1991.0,H DVL-FAM,ACES,123.0,10.0,113.0
633,1989.0,Teaching of English Sec Lang,ACES,72.0,13.0,59.0
634,1992.0,Horticulture,ACES,58.0,39.0,19.0
635,1992.0,Industrial Agriculture,ACES,1.0,0.0,1.0
636,1992.0,Teaching of Latin,ACES,2.0,1.0,1.0
637,1992.0,Teaching of Mathematics,ACES,31.0,15.0,16.0
638,1992.0,Teaching of Physics,ACES,5.0,3.0,2.0
639,1992.0,VOC H E ED,ACES,2.0,0.0,2.0
640,1993.0,Agr & Environmental Cmc & Educ,ACES,8.0,5.0,3.0
641,1993.0,Agricultural & Applied Econ,ACES,438.0,340.0,98.0
642,1990.0,Teaching of Physics,ACES,3.0,3.0,0.0
643,1990.0,Teaching of Mathematics,ACES,35.0,10.0,25.0
644,1990.0,Teaching of Latin,ACES,2.0,1.0,1.0
645,1990.0,Teaching of German,ACES,9.0,2.0,7.0
646,1990.0,Teaching of French,ACES,16.0,2.0,14.0
647,1990.0,Teaching of English Sec Lang,ACES,76.0,12.0,64.0
648,1990.0,Teaching of Earth Science,ACES,1.0,0.0,1.0
649,1990.0,Teaching of Chemistry,ACES,12.0,4.0,8.0
650,1990.0,Teaching of Biological Science,ACES,3.0,1.0,2.0
651,1990.0,TEXT-APPRL,ACES,31.0,0.0,31.0
652,1993.0,Agricultural Communications,ACES,77.0,21.0,56.0
653,1993.0,Agricultural Education,ACES,16.0,8.0,8.0
654,1993.0,Agricultural Engineering,ACES,109.0,95.0,14.0
655,1993.0,Agricultural Sciences,ACES,38.0,18.0,20.0
656,1993.0,Agronomy,ACES,132.0,98.0,34.0
657,1993.0,Animal Sciences,ACES,439.0,205.0,234.0
658,1993.0,CONSM ECON,ACES,46.0,12.0,34.0
659,1993.0,CORE CURR,ACES,54.0,37.0,17.0
660,1990.0,Statistics,ACES,52.0,26.0,26.0
661,1992.0,Teaching of German,ACES,6.0,0.0,6.0
662,1992.0,INT DSGN,ACES,11.0,0.0,11.0
663,1992.0,Teaching of French,ACES,15.0,3.0,12.0
664,1990.0,VOC H E ED,ACES,4.0,0.0,4.0
665,1991.0,CORE CURR,ACES,64.0,45.0,19.0
666,1991.0,CONSM ECON,ACES,76.0,31.0,45.0
667,1992.0,MKT TEXT&A,ACES,102.0,8.0,94.0
668,1992.0,Mechanical Agriculture,ACES,77.0,76.0,1.0
669,1992.0,Nutritional Sciences,ACES,34.0,14.0,20.0
670,1992.0,ORN HORT,ACES,90.0,49.0,41.0
671,1992.0,PLANT PATH,ACES,33.0,22.0,11.0
672,1992.0,Physics,ACES,365.0,332.0,33.0
673,1992.0,REST MGMT,ACES,74.0,35.0,39.0
674,1992.0,SOIL SCI,ACES,6.0,4.0,2.0
675,1992.0,Secondary Education,ACES,46.0,18.0,28.0
676,1992.0,Spanish,ACES,55.0,18.0,37.0
677,1991.0,Animal Sciences,ACES,410.0,191.0,219.0
678,1991.0,Agronomy,ACES,133.0,101.0,32.0
679,1991.0,Agricultural Sciences,ACES,43.0,25.0,18.0
680,1992.0,Speech & Hearing Science,ACES,163.0,10.0,153.0
681,1991.0,Agricultural Engineering,ACES,74.0,68.0,6.0
682,1991.0,Agricultural Education,ACES,14.0,6.0,8.0
683,1991.0,Agricultural Communications,ACES,79.0,25.0,54.0
684,1991.0,Agricultural & Applied Econ,ACES,443.0,353.0,90.0
685,1991.0,Agr & Environmental Cmc & Educ,ACES,7.0,1.0,6.0
686,1992.0,Statistics,ACES,36.0,22.0,14.0
687,1992.0,TEXT-APPRL,ACES,22.0,0.0,22.0
688,1992.0,Teaching of Biological Science,ACES,5.0,1.0,4.0
689,1992.0,Teaching of Chemistry,ACES,19.0,11.0,8.0
690,1992.0,Teaching of English Sec Lang,ACES,90.0,16.0,74.0
691,1989.0,Teaching of Chemistry,ACES,10.0,3.0,7.0
692,1989.0,Teaching of Biological Science,ACES,4.0,1.0,3.0
693,1989.0,TEXT-APPRL,ACES,31.0,0.0,31.0
694,1988.0,Secondary Education,ACES,32.0,20.0,12.0
695,1988.0,SOIL SCI,ACES,4.0,4.0,0.0
696,1997.0,Agronomy,ACES,108.0,76.0,32.0
697,1988.0,REST MGMT,ACES,126.0,61.0,65.0
698,1997.0,Animal Sciences,ACES,549.0,205.0,344.0
699,1988.0,Physics,ACES,372.0,333.0,39.0
700,1997.0,CFTM-CNSMR&TXTL,ACES,67.0,4.0,63.0
701,1997.0,CFTM-MKT&PRICE,ACES,12.0,10.0,2.0
702,1997.0,CONSM ECON,ACES,6.0,2.0,4.0
703,1988.0,PLANT PATH,ACES,30.0,20.0,10.0
704,1997.0,CORE CURR,ACES,9.0,6.0,3.0
705,1988.0,ORN HORT,ACES,71.0,34.0,37.0
706,1988.0,Nutritional Sciences,ACES,41.0,9.0,32.0
707,1997.0,Crop Sciences,ACES,48.0,33.0,15.0
708,1997.0,DIETETICS,ACES,45.0,1.0,44.0
709,1997.0,FAM&CON EC,ACES,7.0,2.0,5.0
710,1997.0,Food Science & Human Nutrition,ACES,278.0,85.0,193.0
711,1988.0,Mechanical Agriculture,ACES,23.0,23.0,0.0
712,1997.0,Forestry,ACES,126.0,68.0,58.0
713,1997.0,H DVL-FAM,ACES,111.0,5.0,106.0
714,1997.0,HDFS-CH&AD DEV,ACES,49.0,3.0,46.0
715,1997.0,HDFS-FS,ACES,17.0,2.0,15.0
716,1988.0,MKT TEXT&A,ACES,117.0,2.0,115.0
717,1997.0,HORT -- P&M,ACES,39.0,19.0,20.0
718,1997.0,HORT--HORT SCI,ACES,7.0,3.0,4.0
719,1997.0,Agricultural Sciences,ACES,15.0,11.0,4.0
720,1997.0,HR&FS A&ID,ACES,7.0,1.0,6.0
721,1997.0,Agricultural Engineering,ACES,28.0,25.0,3.0
722,1988.0,Spanish,ACES,52.0,26.0,26.0
723,1996.0,Teaching of Biological Science,ACES,8.0,3.0,5.0
724,1996.0,Teaching of Chemistry,ACES,11.0,6.0,5.0
725,1996.0,Teaching of Earth Science,ACES,2.0,0.0,2.0
726,1996.0,Teaching of English Sec Lang,ACES,85.0,24.0,61.0
727,1988.0,Teaching of Physics,ACES,3.0,3.0,0.0
728,1988.0,Teaching of Mathematics,ACES,49.0,18.0,31.0
729,1988.0,Teaching of Latin,ACES,1.0,0.0,1.0
730,1988.0,Teaching of German,ACES,13.0,3.0,10.0
731,1988.0,Teaching of French,ACES,26.0,2.0,24.0
732,1988.0,Teaching of English Sec Lang,ACES,72.0,17.0,55.0
733,1988.0,Teaching of Chemistry,ACES,11.0,7.0,4.0
734,1988.0,Teaching of Biological Science,ACES,2.0,0.0,2.0
735,1988.0,TEXT-APPRL,ACES,36.0,1.0,35.0
736,1996.0,Teaching of French,ACES,10.0,3.0,7.0
737,1996.0,Teaching of German,ACES,5.0,1.0,4.0
738,1996.0,Teaching of Latin,ACES,2.0,1.0,1.0
739,1996.0,Teaching of Mathematics,ACES,27.0,12.0,15.0
740,1996.0,Teaching of Physics,ACES,4.0,3.0,1.0
741,1997.0,Agr & Consumer Economics,ACES,181.0,130.0,51.0
742,1997.0,Agr & Environmental Cmc & Educ,ACES,63.0,21.0,42.0
743,1997.0,Agr Engineering & Agr Science,ACES,45.0,31.0,14.0
744,1988.0,Statistics,ACES,69.0,37.0,32.0
745,1997.0,Agricultural & Applied Econ,ACES,246.0,185.0,61.0
746,1988.0,Speech & Hearing Science,ACES,109.0,4.0,105.0
747,1997.0,Agricultural Communications,ACES,46.0,14.0,32.0
748,1997.0,Agricultural Education,ACES,12.0,4.0,8.0
749,1996.0,TEXT-APPRL,ACES,5.0,0.0,5.0
750,1997.0,HU DEV&FAM,ACES,28.0,6.0,22.0
751,1997.0,IRCE-CONS EC&F,ACES,32.0,18.0,14.0
752,1997.0,Spanish,ACES,50.0,16.0,34.0
753,1997.0,Speech & Hearing Science,ACES,246.0,7.0,239.0
754,1997.0,Statistics,ACES,17.0,5.0,12.0
755,1997.0,TEXT-APPRL,ACES,3.0,0.0,3.0
756,1997.0,Teaching of Biological Science,ACES,7.0,2.0,5.0
757,1997.0,Teaching of Chemistry,ACES,14.0,7.0,7.0
758,1997.0,Teaching of Earth Science,ACES,3.0,1.0,2.0
759,1997.0,Teaching of English Sec Lang,ACES,96.0,29.0,67.0
760,1988.0,DIETETICS,ACES,59.0,2.0,57.0
761,1988.0,DAIRY SCI,ACES,17.0,14.0,3.0
762,1997.0,Teaching of French,ACES,7.0,3.0,4.0
763,1997.0,Teaching of German,ACES,2.0,1.0,1.0
764,1997.0,Teaching of Latin,ACES,2.0,1.0,1.0
765,1997.0,Teaching of Mathematics,ACES,20.0,7.0,13.0
766,1997.0,Teaching of Physics,ACES,4.0,3.0,1.0
767,1998.0,Agr & Consumer Economics,ACES,259.0,169.0,90.0
768,1998.0,Agr & Environmental Cmc & Educ,ACES,114.0,37.0,77.0
769,1988.0,CORE CURR,ACES,52.0,34.0,18.0
770,1988.0,CONSM ECON,ACES,44.0,11.0,33.0
771,1998.0,Agr Engineering & Agr Science,ACES,58.0,45.0,13.0
772,1998.0,Agricultural & Applied Econ,ACES,127.0,99.0,28.0
773,1998.0,Agricultural Communications,ACES,19.0,6.0,13.0
774,1998.0,Agricultural Education,ACES,2.0,0.0,2.0
775,1998.0,Agricultural Engineering,ACES,8.0,6.0,2.0
776,1998.0,Agricultural Sciences,ACES,10.0,7.0,3.0
777,1997.0,Secondary Education,ACES,29.0,9.0,20.0
778,1997.0,Horticulture,ACES,106.0,65.0,41.0
779,1988.0,EXT EDUC,ACES,13.0,7.0,6.0
780,1997.0,REST MGMT,ACES,23.0,12.0,11.0
781,1997.0,IRCE-E&NR MGMT,ACES,4.0,2.0,2.0
782,1997.0,IRCE-INDCURRIC,ACES,11.0,7.0,4.0
783,1997.0,"IRCE-POL,TRD,DV",ACES,10.0,6.0,4.0
784,1988.0,Industrial Agriculture,ACES,91.0,68.0,23.0
785,1988.0,INT DSGN,ACES,101.0,6.0,95.0
786,1988.0,INST MGMT,ACES,4.0,1.0,3.0
787,1988.0,Horticulture,ACES,59.0,37.0,22.0
788,1997.0,MKT TEXT&A,ACES,22.0,0.0,22.0
789,1988.0,HU DEV&FAM,ACES,16.0,2.0,14.0
790,1988.0,HR&FS GEN,ACES,7.0,1.0,6.0
791,1988.0,HR&FS A&ID,ACES,15.0,5.0,10.0
792,1988.0,H DVL-FAM,ACES,82.0,3.0,79.0
793,1997.0,Mechanical Agriculture,ACES,29.0,29.0,0.0
794,1997.0,NRES - SOILS,ACES,1.0,0.0,1.0
795,1997.0,NRES-BIOL SCI,ACES,30.0,12.0,18.0
796,1997.0,NRES-SOC SCI,ACES,9.0,6.0,3.0
797,1988.0,GEN H ECON,ACES,3.0,0.0,3.0
798,1997.0,Nutritional Sciences,ACES,37.0,13.0,24.0
799,1988.0,GEN AGR,ACES,17.0,13.0,4.0
800,1997.0,ORN HORT,ACES,64.0,27.0,37.0
801,1988.0,Forestry,ACES,57.0,45.0,12.0
802,1988.0,Food Science & Human Nutrition,ACES,222.0,60.0,162.0
803,1988.0,FAM&CON EC,ACES,18.0,6.0,12.0
804,1997.0,PLANT PATH,ACES,19.0,14.0,5.0
805,1997.0,Physics,ACES,302.0,278.0,24.0
806,1997.0,"Recreation, Sport, and Tourism ",ACES,44.0,29.0,15.0
807,2004.0,Human & Community Development,ACES,26.0,4.0,22.0
808,1996.0,Statistics,ACES,19.0,10.0,9.0
809,1996.0,Spanish,ACES,48.0,15.0,33.0
810,1995.0,H DVL-FAM,ACES,176.0,20.0,156.0
811,1995.0,HR&FS A&ID,ACES,15.0,2.0,13.0
812,1995.0,HU DEV&FAM,ACES,34.0,5.0,29.0
813,1995.0,Horticulture,ACES,66.0,36.0,30.0
814,1989.0,Mechanical Agriculture,ACES,29.0,29.0,0.0
815,1995.0,MKT TEXT&A,ACES,72.0,4.0,68.0
816,1995.0,Mechanical Agriculture,ACES,63.0,63.0,0.0
817,1989.0,MKT TEXT&A,ACES,117.0,5.0,112.0
818,1995.0,Nutritional Sciences,ACES,43.0,15.0,28.0
819,1995.0,ORN HORT,ACES,84.0,49.0,35.0
820,1995.0,PLANT PATH,ACES,23.0,17.0,6.0
821,1995.0,Physics,ACES,312.0,290.0,22.0
822,1995.0,REST MGMT,ACES,49.0,18.0,31.0
823,1995.0,SOIL SCI,ACES,2.0,2.0,0.0
824,1995.0,Secondary Education,ACES,24.0,13.0,11.0
825,1989.0,Industrial Agriculture,ACES,42.0,33.0,9.0
826,1989.0,INT DSGN,ACES,89.0,3.0,86.0
827,1989.0,INST MGMT,ACES,1.0,0.0,1.0
828,1989.0,Horticulture,ACES,57.0,35.0,22.0
829,1995.0,Spanish,ACES,47.0,19.0,28.0
830,1989.0,HU DEV&FAM,ACES,19.0,2.0,17.0
831,1989.0,HR&FS GEN,ACES,9.0,2.0,7.0
832,1989.0,HR&FS A&ID,ACES,17.0,6.0,11.0
833,1989.0,H DVL-FAM,ACES,92.0,6.0,86.0
834,1995.0,Speech & Hearing Science,ACES,218.0,8.0,210.0
835,1995.0,Forestry,ACES,218.0,120.0,98.0
836,1995.0,Statistics,ACES,20.0,14.0,6.0
837,1995.0,Food Science & Human Nutrition,ACES,198.0,62.0,136.0
838,1989.0,ORN HORT,ACES,54.0,27.0,27.0
839,1994.0,Teaching of French,ACES,14.0,0.0,14.0
840,1994.0,Teaching of German,ACES,2.0,0.0,2.0
841,1994.0,Teaching of Mathematics,ACES,38.0,21.0,17.0
842,1994.0,Teaching of Physics,ACES,6.0,3.0,3.0
843,1995.0,Agr & Environmental Cmc & Educ,ACES,10.0,6.0,4.0
844,1995.0,Agricultural & Applied Econ,ACES,451.0,347.0,104.0
845,1995.0,Agricultural Communications,ACES,88.0,36.0,52.0
846,1995.0,Agricultural Education,ACES,19.0,10.0,9.0
847,1995.0,Agricultural Engineering,ACES,91.0,81.0,10.0
848,1989.0,Statistics,ACES,56.0,30.0,26.0
849,1995.0,Agricultural Sciences,ACES,40.0,23.0,17.0
850,1989.0,Speech & Hearing Science,ACES,105.0,6.0,99.0
851,1995.0,Agronomy,ACES,162.0,107.0,55.0
852,1989.0,Spanish,ACES,69.0,32.0,37.0
853,1995.0,Animal Sciences,ACES,524.0,225.0,299.0
854,1989.0,Secondary Education,ACES,33.0,18.0,15.0
855,1989.0,SOIL SCI,ACES,5.0,5.0,0.0
856,1989.0,REST MGMT,ACES,108.0,60.0,48.0
857,1995.0,CONSM ECON,ACES,33.0,18.0,15.0
858,1995.0,CORE CURR,ACES,45.0,29.0,16.0
859,1989.0,Physics,ACES,363.0,319.0,44.0
