,Fall,MajorName,College,Total,Male,Female
3795,2016.0,Computer Engineering,Engineering,1195.0,1063.0,132.0
3796,2016.0,Computer Science,Engineering,1748.0,1328.0,420.0
3797,1980.0,Theoretical & Applied Mechans,Engineering,50.0,46.0,4.0
3798,1990.0,METAL ENGR,Engineering,163.0,139.0,24.0
3799,1993.0,ENGR PHYS,Engineering,71.0,53.0,18.0
3800,2016.0,Electrical & Computer Engr,Engineering,585.0,488.0,97.0
3801,1993.0,Nuclear Engineering,Engineering,152.0,128.0,24.0
3802,2016.0,Engineering,Engineering,25.0,21.0,4.0
3803,2016.0,Engineering Mechanics,Engineering,137.0,117.0,20.0
3804,2016.0,Engineering Physics,Engineering,226.0,197.0,29.0
3805,2016.0,Engineering Undeclared,Engineering,75.0,45.0,30.0
3806,2016.0,Environ Engr in Civil Engr,Engineering,118.0,52.0,66.0
3807,2016.0,Environ Science in Civil Engr,Engineering,1.0,0.0,1.0
3808,2016.0,Electrical Engineering,Engineering,1151.0,1003.0,148.0
3809,1993.0,ENGR MECH,Engineering,62.0,53.0,9.0
3810,2016.0,Systems Engineering and Design,Engineering,4.0,4.0,0.0
3811,2016.0,Theoretical & Applied Mechans,Engineering,51.0,43.0,8.0
3812,2017.0,Electrical & Computer Engr,Engineering,620.0,512.0,108.0
3813,2017.0,Electrical Engineering,Engineering,1025.0,879.0,146.0
3814,2017.0,Engineering,Engineering,28.0,24.0,4.0
3815,2017.0,Engineering Mechanics,Engineering,129.0,107.0,22.0
3816,2017.0,Engineering Physics,Engineering,271.0,230.0,41.0
3817,2017.0,Engineering Undeclared,Engineering,102.0,59.0,42.0
3818,1991.0,Aero & Astro Engineering,Engineering,442.0,397.0,45.0
3819,1992.0,Theoretical & Applied Mechans,Engineering,55.0,51.0,4.0
3820,2017.0,Environ Engr in Civil Engr,Engineering,115.0,53.0,62.0
3821,2017.0,Financial Engineering,Engineering,128.0,88.0,40.0
3822,2017.0,General Engineering,Engineering,3.0,3.0,0.0
3823,1992.0,TCH CS,Engineering,2.0,1.0,1.0
3824,1980.0,Industrial Engineering,Engineering,188.0,130.0,58.0
3825,1991.0,Agricultural Engineering,Engineering,89.0,73.0,16.0
3826,2017.0,Industrial Engineering,Engineering,390.0,275.0,115.0
3827,2017.0,Materials Science & Engr,Engineering,520.0,369.0,151.0
3828,2017.0,Environ Science in Civil Engr,Engineering,1.0,0.0,1.0
3829,1990.0,Industrial Engineering,Engineering,215.0,148.0,67.0
3830,2017.0,Computer Science,Engineering,2048.0,1557.0,491.0
3831,2017.0,Computer Engineering,Engineering,1270.0,1114.0,156.0
3832,1993.0,Computer Science,Engineering,462.0,395.0,67.0
3833,1993.0,Computer Engineering,Engineering,383.0,349.0,34.0
3834,1993.0,Civil Engineering,Engineering,1121.0,929.0,192.0
3835,2017.0,Aerospace Engineering,Engineering,716.0,612.0,104.0
3836,1980.0,Nuclear Engineering,Engineering,187.0,178.0,9.0
3837,1993.0,CERAMICS,Engineering,12.0,10.0,2.0
3838,1993.0,CER ENGR,Engineering,183.0,157.0,26.0
3839,1990.0,Theoretical & Applied Mechans,Engineering,57.0,54.0,3.0
3840,2017.0,Agricultural & Biological Engr,Engineering,152.0,95.0,57.0
3841,2017.0,Bioengineering,Engineering,369.0,187.0,182.0
3842,2017.0,Bioinformatics,Engineering,6.0,5.0,1.0
3843,2017.0,Bioinstrumentation,Engineering,1.0,1.0,0.0
3844,1993.0,Agricultural Engineering,Engineering,89.0,66.0,23.0
3845,1980.0,METAL ENGR,Engineering,190.0,159.0,31.0
3846,1993.0,Aero & Astro Engineering,Engineering,366.0,322.0,44.0
3847,2017.0,Civil Engineering,Engineering,1319.0,957.0,362.0
3848,1980.0,Mechanical Engineering,Engineering,1012.0,934.0,78.0
3849,1989.0,Electrical Engineering,Engineering,1594.0,1406.0,188.0
3850,1997.0,ENV ENGR,Engineering,70.0,51.0,19.0
3851,1997.0,Industrial Engineering,Engineering,170.0,114.0,56.0
3852,1997.0,CER ENGR,Engineering,27.0,22.0,5.0
3853,1996.0,Computer Engineering,Engineering,574.0,537.0,37.0
3854,2012.0,Teaching of Physics,Engineering,1.0,0.0,1.0
3855,1996.0,Computer Science,Engineering,632.0,553.0,79.0
3856,2012.0,Electrical & Computer Engr,Engineering,473.0,410.0,63.0
3857,1988.0,METAL ENGR,Engineering,166.0,139.0,27.0
3858,2012.0,Electrical Engineering,Engineering,1163.0,1021.0,142.0
3859,2012.0,Systems & Entrepreneurial Engr,Engineering,20.0,14.0,6.0
3860,1989.0,Agricultural Engineering,Engineering,83.0,77.0,6.0
3861,2011.0,Electrical & Computer Engr,Engineering,476.0,417.0,59.0
3862,2012.0,Engineering Mechanics,Engineering,122.0,110.0,12.0
3863,2012.0,Engineering Physics,Engineering,177.0,158.0,19.0
3864,2011.0,Electrical Engineering,Engineering,1128.0,995.0,133.0
3865,2011.0,Engineering Mechanics,Engineering,142.0,126.0,16.0
3866,1996.0,ENGR MECH,Engineering,37.0,29.0,8.0
3867,1996.0,ENGR PHYS,Engineering,71.0,56.0,15.0
3868,2011.0,Engineering Physics,Engineering,152.0,138.0,14.0
3869,2011.0,Environ Engr in Civil Engr,Engineering,96.0,40.0,56.0
3870,1996.0,Nuclear Engineering,Engineering,105.0,88.0,17.0
3871,2011.0,Environ Science in Civil Engr,Engineering,7.0,4.0,3.0
3872,2012.0,Theoretical & Applied Mechans,Engineering,51.0,39.0,12.0
3873,2011.0,Computer Science,Engineering,1229.0,1090.0,139.0
3874,2012.0,Computer Science,Engineering,1386.0,1225.0,161.0
3875,2013.0,Agricultural Engineering,Engineering,1.0,1.0,0.0
3876,2013.0,Agricultural & Biological Engr,Engineering,160.0,116.0,44.0
3877,1982.0,Aero & Astro Engineering,Engineering,481.0,443.0,38.0
3878,2011.0,Bioengineering,Engineering,231.0,134.0,97.0
3879,1989.0,Computer Science,Engineering,418.0,354.0,64.0
3880,1982.0,Agricultural Engineering,Engineering,97.0,88.0,9.0
3881,2013.0,Aerospace Engineering,Engineering,536.0,476.0,60.0
3882,1996.0,Civil Engineering,Engineering,973.0,772.0,201.0
3883,1996.0,CER ENGR,Engineering,47.0,37.0,10.0
3884,2011.0,Bioinformatics,Engineering,2.0,1.0,1.0
3885,1982.0,Mechanical Engineering,Engineering,954.0,868.0,86.0
3886,2011.0,Civil Engineering,Engineering,1178.0,893.0,284.0
3887,1989.0,Aero & Astro Engineering,Engineering,513.0,460.0,53.0
3888,1996.0,CERAMIC ENG,Engineering,1.0,1.0,0.0
3889,1996.0,CERAMICS,Engineering,2.0,1.0,1.0
3890,1989.0,Computer Engineering,Engineering,313.0,286.0,27.0
3891,2011.0,Computer Engineering,Engineering,608.0,563.0,45.0
3892,1982.0,Computer Engineering,Engineering,357.0,301.0,56.0
3893,2012.0,Engineering Undesignated,Engineering,1.0,0.0,1.0
3894,1996.0,ENV ENGR,Engineering,60.0,48.0,12.0
3895,1996.0,ENV SCI,Engineering,16.0,7.0,9.0
3896,1982.0,Civil Engineering,Engineering,672.0,568.0,104.0
3897,1996.0,Industrial Engineering,Engineering,156.0,102.0,54.0
3898,1997.0,Civil Engineering,Engineering,918.0,710.0,208.0
3899,1997.0,ENGR PHYS,Engineering,66.0,55.0,11.0
3900,1997.0,ENGR MECH,Engineering,35.0,33.0,2.0
3901,1996.0,Materials Science & Engr,Engineering,111.0,90.0,21.0
3902,2011.0,Mechanical Engineering,Engineering,1055.0,927.0,126.0
3903,2012.0,Mechanical Engineering,Engineering,1110.0,956.0,153.0
3904,1997.0,ENV SCI,Engineering,14.0,8.0,6.0
3905,2012.0,Materials Science & Engr,Engineering,571.0,433.0,138.0
3906,1996.0,MATSCI&ENG,Engineering,123.0,102.0,21.0
3907,2011.0,Industrial Engineering,Engineering,226.0,168.0,58.0
3908,1996.0,METAL ENGR,Engineering,36.0,32.0,4.0
3909,2011.0,Materials Science & Engr,Engineering,547.0,423.0,124.0
3910,1982.0,CERAMICS,Engineering,1.0,0.0,1.0
3911,2012.0,Industrial Engineering,Engineering,268.0,206.0,62.0
3912,1997.0,Computer Science,Engineering,685.0,608.0,77.0
3913,1997.0,Computer Engineering,Engineering,591.0,545.0,46.0
3914,1982.0,CER ENGR,Engineering,117.0,87.0,30.0
3915,2012.0,Nondegree,Engineering,228.0,184.0,43.0
3916,2012.0,Nuclear Engineering,Engineering,26.0,21.0,5.0
3917,2012.0,"Nuclear, Plasma, Radiolgc Engr ",Engineering,231.0,203.0,28.0
3918,1989.0,Civil Engineering,Engineering,682.0,586.0,96.0
3919,2012.0,Environ Engr in Civil Engr,Engineering,91.0,44.0,47.0
3920,1996.0,Electrical Engineering,Engineering,1469.0,1274.0,195.0
3921,2012.0,Environ Science in Civil Engr,Engineering,7.0,3.0,4.0
3922,1997.0,GEN ENGR,Engineering,450.0,318.0,132.0
3923,1989.0,CERAMICS,Engineering,2.0,2.0,0.0
3924,2011.0,Financial Engineering,Engineering,69.0,52.0,17.0
3925,2012.0,Financial Engineering,Engineering,100.0,67.0,33.0
3926,1988.0,Mechanical Engineering,Engineering,971.0,854.0,117.0
3927,2011.0,General Engineering,Engineering,384.0,307.0,77.0
3928,1982.0,Industrial Engineering,Engineering,180.0,124.0,56.0
3929,2012.0,General Engineering,Engineering,368.0,270.0,98.0
3930,1996.0,GEN ENGR,Engineering,512.0,385.0,127.0
3931,1982.0,METAL ENGR,Engineering,175.0,142.0,33.0
3932,2012.0,Physics,Engineering,254.0,213.0,41.0
3933,1996.0,Mechanical Engineering,Engineering,1029.0,894.0,135.0
3934,2012.0,Aerospace Engineering,Engineering,489.0,419.0,70.0
3935,1997.0,Electrical Engineering,Engineering,1419.0,1242.0,177.0
3936,1989.0,CER ENGR,Engineering,237.0,203.0,34.0
3937,2012.0,Computer Engineering,Engineering,697.0,635.0,62.0
3938,1982.0,Computer Science,Engineering,648.0,466.0,182.0
3939,1988.0,Nuclear Engineering,Engineering,157.0,138.0,19.0
3940,1989.0,ENV SCI,Engineering,14.0,9.0,5.0
3941,1996.0,Aero & Astro Engineering,Engineering,258.0,212.0,46.0
3942,1989.0,ENV ENGR,Engineering,37.0,27.0,10.0
3943,1982.0,ENV SCI,Engineering,15.0,11.0,4.0
3944,2011.0,Agricultural Engineering,Engineering,10.0,7.0,3.0
3945,1997.0,Materials Science & Engr,Engineering,113.0,86.0,27.0
3946,2012.0,Agricultural Engineering,Engineering,2.0,2.0,0.0
3947,2012.0,Bioengineering,Engineering,259.0,145.0,114.0
3948,2011.0,Agricultural & Biological Engr,Engineering,156.0,108.0,48.0
3949,1996.0,TCH CS,Engineering,1.0,0.0,1.0
3950,1982.0,ENV ENGR,Engineering,30.0,25.0,5.0
3951,2013.0,Civil Engineering,Engineering,1287.0,970.0,317.0
3952,2010.0,Theoretical & Applied Mechans,Engineering,45.0,37.0,8.0
3953,2013.0,Bioengineering,Engineering,276.0,152.0,124.0
3954,1988.0,GEN ENGR,Engineering,588.0,453.0,135.0
3955,1996.0,Agricultural Engineering,Engineering,116.0,94.0,22.0
3956,1997.0,Nuclear Engineering,Engineering,91.0,77.0,14.0
3957,1997.0,Mechanical Engineering,Engineering,985.0,843.0,142.0
3958,1982.0,ENGR PHYS,Engineering,88.0,79.0,9.0
3959,2011.0,Aerospace Engineering,Engineering,507.0,437.0,70.0
3960,2011.0,Physics,Engineering,265.0,227.0,38.0
3961,1982.0,GEN ENGR,Engineering,552.0,400.0,152.0
3962,1982.0,ENGR MECH,Engineering,42.0,35.0,7.0
3963,2013.0,Bioinformatics,Engineering,3.0,2.0,1.0
3964,1989.0,ENGR MECH,Engineering,90.0,77.0,13.0
3965,1995.0,Theoretical & Applied Mechans,Engineering,37.0,33.0,4.0
3966,2011.0,Nondegree,Engineering,207.0,162.0,45.0
3967,2012.0,Bioinformatics,Engineering,2.0,2.0,0.0
3968,2012.0,Agricultural & Biological Engr,Engineering,183.0,132.0,51.0
3969,2011.0,Systems & Entrepreneurial Engr,Engineering,19.0,13.0,6.0
3970,1997.0,Aero & Astro Engineering,Engineering,279.0,225.0,54.0
3971,2010.0,Systems & Entrepreneurial Engr,Engineering,26.0,21.0,5.0
3972,2010.0,Teaching of Physics,Engineering,1.0,1.0,0.0
3973,1997.0,Agricultural Engineering,Engineering,132.0,104.0,28.0
3974,1981.0,Theoretical & Applied Mechans,Engineering,50.0,45.0,5.0
3975,2013.0,Computer Science,Engineering,1514.0,1292.0,222.0
3976,2012.0,Civil Engineering,Engineering,1241.0,941.0,300.0
3977,1982.0,Nuclear Engineering,Engineering,186.0,171.0,15.0
3978,1988.0,Industrial Engineering,Engineering,209.0,146.0,63.0
3979,2011.0,Theoretical & Applied Mechans,Engineering,47.0,37.0,10.0
3980,2011.0,"Nuclear, Plasma, Radiolgc Engr ",Engineering,209.0,184.0,25.0
3981,1982.0,Electrical Engineering,Engineering,1512.0,1353.0,159.0
3982,2013.0,Computer Engineering,Engineering,791.0,721.0,70.0
3983,1989.0,ENGR PHYS,Engineering,121.0,107.0,14.0
3984,1982.0,TCH CS,Engineering,9.0,5.0,4.0
3985,1996.0,Theoretical & Applied Mechans,Engineering,41.0,35.0,6.0
3986,2011.0,Teaching of Physics,Engineering,3.0,2.0,1.0
3987,1988.0,Theoretical & Applied Mechans,Engineering,57.0,52.0,5.0
3988,2011.0,Nuclear Engineering,Engineering,59.0,49.0,10.0
3989,1997.0,METAL ENGR,Engineering,22.0,21.0,1.0
3990,1997.0,MATSCI&ENG,Engineering,148.0,119.0,29.0
3991,1983.0,Architecture,Fine and Applied Arts,216.0,177.0,39.0
3992,2004.0,Open Studies,Fine and Applied Arts,10.0,8.0,2.0
3993,2004.0,Painting,Fine and Applied Arts,48.0,20.0,28.0
3994,1980.0,TCH DANCE,Fine and Applied Arts,8.0,0.0,8.0
3995,2004.0,Nondegree,Fine and Applied Arts,29.0,16.0,13.0
3996,2011.0,Music Education,Fine and Applied Arts,189.0,90.0,99.0
3997,1984.0,Music,Fine and Applied Arts,201.0,95.0,106.0
3998,2011.0,Musicology,Fine and Applied Arts,19.0,9.0,10.0
3999,2004.0,Photography,Fine and Applied Arts,21.0,5.0,16.0
4000,2011.0,Music History,Fine and Applied Arts,5.0,2.0,3.0
4001,2011.0,Music Composition,Fine and Applied Arts,9.0,6.0,3.0
4002,2016.0,New Media,Fine and Applied Arts,19.0,9.0,10.0
4003,2011.0,Nondegree,Fine and Applied Arts,33.0,14.0,19.0
4004,2016.0,Musicology,Fine and Applied Arts,22.0,9.0,13.0
4005,2004.0,History of Art,Fine and Applied Arts,21.0,3.0,18.0
4006,2004.0,Industrial Design,Fine and Applied Arts,85.0,43.0,42.0
4007,2005.0,General Curriculum,Fine and Applied Arts,176.0,67.0,109.0
4008,2016.0,Instrumental Music,Fine and Applied Arts,78.0,30.0,48.0
4009,2010.0,Dance,Fine and Applied Arts,79.0,8.0,71.0
4010,2016.0,Jazz Performance,Fine and Applied Arts,37.0,32.0,5.0
4011,2016.0,Landscape Architecture,Fine and Applied Arts,132.0,44.0,88.0
4012,2004.0,Instrumental Music,Fine and Applied Arts,112.0,55.0,57.0
4013,1984.0,PERFORM ST,Fine and Applied Arts,18.0,11.0,7.0
4014,2004.0,Landscape Architecture,Fine and Applied Arts,166.0,82.0,84.0
4015,1982.0,Urban Planning,Fine and Applied Arts,134.0,76.0,58.0
4016,2010.0,Crafts,Fine and Applied Arts,14.0,1.0,13.0
4017,1984.0,Music Education,Fine and Applied Arts,238.0,103.0,135.0
4018,2011.0,Voice,Fine and Applied Arts,30.0,7.0,23.0
4019,2011.0,Urban Planning,Fine and Applied Arts,155.0,90.0,65.0
4020,2011.0,Music,Fine and Applied Arts,346.0,167.0,177.0
4021,2004.0,Music,Fine and Applied Arts,249.0,102.0,147.0
4022,2004.0,Music Composition,Fine and Applied Arts,12.0,11.0,1.0
4023,2004.0,Music Education,Fine and Applied Arts,208.0,82.0,126.0
4024,2017.0,Dance,Fine and Applied Arts,71.0,9.0,62.0
4025,2004.0,Music History,Fine and Applied Arts,4.0,1.0,3.0
4026,1984.0,Music History,Fine and Applied Arts,3.0,1.0,2.0
4027,2016.0,Music,Fine and Applied Arts,348.0,193.0,155.0
4028,2016.0,Music Composition,Fine and Applied Arts,8.0,8.0,0.0
4029,2017.0,Crafts,Fine and Applied Arts,6.0,0.0,6.0
4030,2016.0,Music Education,Fine and Applied Arts,181.0,75.0,106.0
4031,1983.0,Art Education,Fine and Applied Arts,74.0,17.0,57.0
4032,2004.0,Musicology,Fine and Applied Arts,19.0,12.0,7.0
4033,1984.0,MUSIC-INST,Fine and Applied Arts,100.0,40.0,60.0
4034,2004.0,Regional Planning,Fine and Applied Arts,25.0,16.0,9.0
4035,2017.0,Architecture,Fine and Applied Arts,179.0,86.0,93.0
4036,2016.0,Theatre,Fine and Applied Arts,181.0,79.0,102.0
4037,2011.0,Open Studies,Fine and Applied Arts,6.0,3.0,3.0
4038,2004.0,Graphic Design,Fine and Applied Arts,88.0,29.0,59.0
4039,2017.0,Architectural Studies,Fine and Applied Arts,433.0,250.0,183.0
4040,1980.0,Music,Fine and Applied Arts,251.0,144.0,107.0
4041,1980.0,Music Education,Fine and Applied Arts,309.0,130.0,179.0
4042,2010.0,Art Education,Fine and Applied Arts,91.0,18.0,73.0
4043,2005.0,Architectural Studies,Fine and Applied Arts,534.0,308.0,226.0
4044,2005.0,Architecture,Fine and Applied Arts,203.0,114.0,88.0
4045,2005.0,Art Education,Fine and Applied Arts,106.0,17.0,89.0
4046,2016.0,Urban Planning,Fine and Applied Arts,101.0,46.0,55.0
4047,2017.0,Art Education,Fine and Applied Arts,41.0,2.0,38.0
4048,2005.0,Dance,Fine and Applied Arts,66.0,8.0,58.0
4049,2005.0,Art History,Fine and Applied Arts,31.0,3.0,28.0
4050,2005.0,Art and Design,Fine and Applied Arts,48.0,25.0,23.0
4051,2016.0,Urban Studies & Planning,Fine and Applied Arts,43.0,24.0,19.0
4052,1984.0,Landscape Architecture,Fine and Applied Arts,134.0,90.0,44.0
4053,1980.0,Music History,Fine and Applied Arts,4.0,1.0,3.0
4054,2005.0,Creative Writing,Fine and Applied Arts,3.0,0.0,3.0
4055,1982.0,Graphic Design,Fine and Applied Arts,184.0,43.0,141.0
4056,2010.0,Architecture,Fine and Applied Arts,190.0,102.0,88.0
4057,2010.0,Architectural Studies,Fine and Applied Arts,505.0,291.0,214.0
4058,1980.0,PERFORM ST,Fine and Applied Arts,24.0,18.0,6.0
4059,2005.0,Crafts,Fine and Applied Arts,22.0,7.0,15.0
4060,2016.0,Voice,Fine and Applied Arts,26.0,10.0,16.0
4061,1984.0,Industrial Design,Fine and Applied Arts,116.0,52.0,64.0
4062,2016.0,Nondegree,Fine and Applied Arts,32.0,16.0,16.0
4063,2017.0,Art Foundation,Fine and Applied Arts,20.0,6.0,14.0
4064,1984.0,MUS-VOICE,Fine and Applied Arts,47.0,14.0,33.0
4065,2004.0,Sculpture,Fine and Applied Arts,17.0,8.0,9.0
4066,1984.0,Graphic Design,Fine and Applied Arts,166.0,55.0,111.0
4067,2011.0,Theatre,Fine and Applied Arts,175.0,78.0,97.0
4068,1982.0,Industrial Design,Fine and Applied Arts,95.0,45.0,50.0
4069,1980.0,MUS-VOICE,Fine and Applied Arts,44.0,15.0,29.0
4070,2016.0,Open Studies,Fine and Applied Arts,3.0,0.0,3.0
4071,2016.0,Painting,Fine and Applied Arts,30.0,6.0,24.0
4072,2016.0,Photography,Fine and Applied Arts,21.0,3.0,18.0
4073,2016.0,Regional Planning,Fine and Applied Arts,17.0,10.0,7.0
4074,1980.0,MUSIC-COMP,Fine and Applied Arts,19.0,16.0,3.0
4075,2016.0,Sculpture,Fine and Applied Arts,2.0,0.0,2.0
4076,2004.0,Theatre,Fine and Applied Arts,202.0,97.0,105.0
4077,2011.0,Painting,Fine and Applied Arts,43.0,11.0,32.0
4078,1983.0,Architectural Studies,Fine and Applied Arts,558.0,395.0,163.0
4079,2011.0,New Media,Fine and Applied Arts,24.0,8.0,16.0
4080,2011.0,Regional Planning,Fine and Applied Arts,23.0,13.0,10.0
4081,2004.0,Urban Planning,Fine and Applied Arts,174.0,89.0,85.0
4082,2004.0,Voice,Fine and Applied Arts,26.0,5.0,21.0
4083,2010.0,Art and Design,Fine and Applied Arts,38.0,20.0,18.0
4084,2010.0,Art History,Fine and Applied Arts,28.0,5.0,23.0
4085,1980.0,MUSIC-INST,Fine and Applied Arts,105.0,54.0,51.0
4086,2010.0,Art Foundation,Fine and Applied Arts,150.0,58.0,92.0
4087,2011.0,Photography,Fine and Applied Arts,42.0,11.0,31.0
4088,2017.0,Art and Design,Fine and Applied Arts,41.0,12.0,29.0
4089,2017.0,Art History,Fine and Applied Arts,19.0,2.0,17.0
4090,1984.0,MUSIC-COMP,Fine and Applied Arts,13.0,11.0,2.0
4091,2011.0,Sculpture,Fine and Applied Arts,6.0,4.0,2.0
4092,2008.0,Landscape Architecture,Fine and Applied Arts,155.0,87.0,68.0
4093,2017.0,Open Studies,Fine and Applied Arts,6.0,2.0,4.0
4094,1984.0,Regional Planning,Fine and Applied Arts,3.0,2.0,1.0
4095,2011.0,Art History,Fine and Applied Arts,26.0,4.0,22.0
4096,2003.0,Graphic Design,Fine and Applied Arts,81.0,22.0,59.0
4097,2011.0,Art Foundation,Fine and Applied Arts,108.0,34.0,74.0
4098,2011.0,Art Education,Fine and Applied Arts,82.0,17.0,64.0
4099,2011.0,Architecture,Fine and Applied Arts,219.0,131.0,88.0
4100,2011.0,Architectural Studies,Fine and Applied Arts,507.0,286.0,221.0
4101,1982.0,PERFORM ST,Fine and Applied Arts,26.0,17.0,9.0
4102,2018.0,Graphic Design,Fine and Applied Arts,185.0,58.0,127.0
4103,2018.0,History of Art,Fine and Applied Arts,8.0,3.0,5.0
4104,2018.0,Industrial Design,Fine and Applied Arts,201.0,99.0,102.0
4105,1985.0,Crafts,Fine and Applied Arts,15.0,4.0,11.0
4106,2010.0,Voice,Fine and Applied Arts,32.0,6.0,26.0
4107,2018.0,Instrumental Music,Fine and Applied Arts,77.0,30.0,47.0
4108,2018.0,Jazz Performance,Fine and Applied Arts,31.0,25.0,6.0
4109,2018.0,Landscape Architecture,Fine and Applied Arts,108.0,32.0,76.0
4110,2011.0,Art and Design,Fine and Applied Arts,39.0,20.0,19.0
4111,2010.0,Urban Planning,Fine and Applied Arts,149.0,85.0,64.0
4112,2003.0,Industrial Design,Fine and Applied Arts,75.0,31.0,44.0
4113,2018.0,Crafts,Fine and Applied Arts,4.0,0.0,4.0
4114,1985.0,Art History,Fine and Applied Arts,75.0,21.0,54.0
4115,1985.0,Art and Design,Fine and Applied Arts,402.0,179.0,223.0
4116,2003.0,Music History,Fine and Applied Arts,7.0,1.0,6.0
4117,2003.0,Music Education,Fine and Applied Arts,220.0,84.0,136.0
4118,2003.0,Music,Fine and Applied Arts,148.0,60.0,88.0
4119,2010.0,New Media,Fine and Applied Arts,25.0,8.0,17.0
4120,2003.0,MUSIC-OPEN,Fine and Applied Arts,7.0,6.0,1.0
4121,1982.0,Music Education,Fine and Applied Arts,294.0,130.0,164.0
4122,2003.0,MUSIC-INST,Fine and Applied Arts,104.0,56.0,48.0
4123,2003.0,MUSIC-COMP,Fine and Applied Arts,13.0,12.0,1.0
4124,2003.0,MUSIC(AMS),Fine and Applied Arts,116.0,52.0,64.0
4125,2003.0,MUS-VOICE,Fine and Applied Arts,29.0,5.0,24.0
4126,1982.0,Music History,Fine and Applied Arts,5.0,2.0,3.0
4127,2018.0,Computer Science and Music,Fine and Applied Arts,1.0,1.0,0.0
4128,2003.0,Landscape Architecture,Fine and Applied Arts,153.0,77.0,76.0
4129,2018.0,Dance,Fine and Applied Arts,68.0,9.0,59.0
4130,2018.0,Lyric Theatre,Fine and Applied Arts,12.0,2.0,10.0
4131,2010.0,Nondegree,Fine and Applied Arts,21.0,8.0,13.0
4132,2018.0,Music,Fine and Applied Arts,338.0,178.0,160.0
4133,2018.0,Photography,Fine and Applied Arts,32.0,8.0,24.0
4134,2010.0,Sculpture,Fine and Applied Arts,3.0,1.0,2.0
4135,1980.0,Architectural Studies,Fine and Applied Arts,627.0,474.0,153.0
4136,2018.0,Regional Planning,Fine and Applied Arts,16.0,10.0,6.0
4137,2018.0,Sculpture,Fine and Applied Arts,3.0,2.0,1.0
4138,2010.0,Regional Planning,Fine and Applied Arts,24.0,15.0,9.0
4139,1982.0,TCH DANCE,Fine and Applied Arts,2.0,0.0,2.0
4140,2010.0,Open Studies,Fine and Applied Arts,8.0,3.0,5.0
4141,2002.0,Urban Planning,Fine and Applied Arts,162.0,98.0,64.0
4142,2002.0,UNCLASS,Fine and Applied Arts,32.0,12.0,20.0
4143,2018.0,Theatre,Fine and Applied Arts,201.0,85.0,115.0
4144,2010.0,Painting,Fine and Applied Arts,35.0,9.0,26.0
4145,2018.0,Urban Planning,Fine and Applied Arts,53.0,26.0,27.0
4146,2002.0,Theatre,Fine and Applied Arts,46.0,21.0,25.0
4147,2018.0,Urban Studies & Planning,Fine and Applied Arts,80.0,49.0,31.0
4148,2018.0,Painting,Fine and Applied Arts,36.0,4.0,32.0
4149,2003.0,Architectural Studies,Fine and Applied Arts,529.0,300.0,229.0
4150,2003.0,Architecture,Fine and Applied Arts,227.0,147.0,80.0
4151,2003.0,Art Education,Fine and Applied Arts,98.0,16.0,82.0
4152,2018.0,Music Composition,Fine and Applied Arts,10.0,10.0,0.0
4153,2018.0,Music Education,Fine and Applied Arts,152.0,72.0,80.0
4154,2003.0,Dance,Fine and Applied Arts,64.0,8.0,56.0
4155,1985.0,Dance,Fine and Applied Arts,49.0,6.0,43.0
4156,2003.0,Crafts,Fine and Applied Arts,32.0,9.0,23.0
4157,2018.0,Musicology,Fine and Applied Arts,19.0,11.0,8.0
4158,2018.0,New Media,Fine and Applied Arts,29.0,7.0,22.0
4159,1985.0,Art Education,Fine and Applied Arts,61.0,16.0,45.0
4160,1980.0,Art and Design,Fine and Applied Arts,363.0,115.0,248.0
4161,1980.0,Art History,Fine and Applied Arts,59.0,14.0,45.0
4162,2018.0,Nondegree,Fine and Applied Arts,38.0,17.0,21.0
4163,1980.0,Art Education,Fine and Applied Arts,72.0,13.0,59.0
4164,2018.0,Open Studies,Fine and Applied Arts,5.0,2.0,3.0
4165,1980.0,Architecture,Fine and Applied Arts,186.0,154.0,32.0
4166,2003.0,Art and Design,Fine and Applied Arts,297.0,98.0,199.0
4167,2003.0,Art History,Fine and Applied Arts,56.0,8.0,48.0
4168,2010.0,Theatre,Fine and Applied Arts,176.0,71.0,104.0
4169,2004.0,General Curriculum,Fine and Applied Arts,147.0,45.0,101.0
4170,1985.0,Architecture,Fine and Applied Arts,213.0,172.0,41.0
4171,1982.0,Music,Fine and Applied Arts,218.0,110.0,108.0
4172,2017.0,Music Education,Fine and Applied Arts,166.0,71.0,95.0
4173,2017.0,Musicology,Fine and Applied Arts,23.0,12.0,11.0
4174,2017.0,New Media,Fine and Applied Arts,20.0,7.0,13.0
4175,1982.0,UNCLASS,Fine and Applied Arts,52.0,24.0,28.0
4176,2017.0,Nondegree,Fine and Applied Arts,40.0,22.0,18.0
4177,2011.0,History of Art,Fine and Applied Arts,10.0,1.0,9.0
4178,2010.0,Graphic Design,Fine and Applied Arts,67.0,25.0,42.0
4179,2017.0,Painting,Fine and Applied Arts,31.0,7.0,24.0
4180,2004.0,Art and Design,Fine and Applied Arts,45.0,23.0,22.0
4181,2004.0,Art History,Fine and Applied Arts,25.0,3.0,22.0
4182,2004.0,Art Education,Fine and Applied Arts,106.0,18.0,88.0
4183,2004.0,Architecture,Fine and Applied Arts,202.0,125.0,77.0
4184,2004.0,Architectural Studies,Fine and Applied Arts,547.0,308.0,238.0
